,Unnamed: 0,text,keys,BIO_tag
398,398,"States outside the constituent quark model have been hypothesized to exist almost since the introduction of color [1–4]. Hybrid mesons, qq̄ states with an admixture of gluons, and glueballs, states with no quark content, rely on the self interaction property of gluons due to their color charge. Looking for glueballs would be the most obvious way to find evidence for states with constituent gluons; however, the search is hindered by the fact that these states may significantly mix with regular qq̄-mesons in the region where the lightest are predicted to occur. As such, they may not be observable as pure states and disentangling the observed spectra may be a very difficult task. Instead, hybrid mesons (qq̄gn) may be a better place to search for evidence of resonances outside the constituent quark model, especially since the lightest of theses states are predicted to have exotic quantum numbers of spin, parity, and charge conjugation, JPC, that is, combinations that are unattainable by regular qq̄-mesons.
","['color charge', 'constituent quark model', 'disentangling the observed spectra', 'find evidence for states with constituent gluons', 'glueballs', 'gluons', 'hybrid mesons', 'Hybrid mesons', 'JPC', 'Looking for glueballs', 'qq̄gn', 'qq̄-mesons', 'quark', 'resonances outside the constituent quark model']",O B B O O O O O O O O O O B O B O O O O O B O B I O B O O O O O O O B O O O B O B I B O O O O O O B I B O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O B I O O O O O O O O B O O O O O O O O O O B I B B O O O O O O O O O O O O O O O O O O O B O O O O O O O O O
399,399,"An obvious metric to measure the monitoring performance between the different conditions would be to compare how many clicks the users made in average for each condition. Furthermore of interest are the buffer values of the respective buffers at the time of the user's interaction with the simulation (e.g., the input buffer of a certain machine at the time of refilling it). A relatively high average buffer value can e.g. signify that the users do not trust that the respective mode of process monitoring conveys the need for interaction in time, leading the users to switching their attention to the process simulation in regular intervals, and performing interactions just in case. A low average buffer can, on the other hand, signify that the users rely on the respective conditions’ ability to signal interaction needs. On the other hand, if e.g. an input buffer had already been completely depleted at the time of intervention, this may signify that the respective condition has failed to inform the users in time. In many cases, participants used double clicks for their interactions, while a single click would have been sufficient, a fact that was perhaps not communicated clearly enough to the participants. Therefore, if several clicks were performed directly one after another, only the first click was taken into account.
","['buffer', 'buffers', 'compare how many clicks the users made in average for each condition', 'input buffer', 'simulation']",O O O O O O O O O O O O O B I O O O O O B O O O B O O O O O O B O B B O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O B B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
400,400,"The first step of PB, the enumeration of the conditional sample space through abductive logic programming, could be compared to “logical inference” in ProbLog [9]. While both languages aim to generate a propositional formula and compile it into a decision diagram, “logical inference” in PB is based on abductive logic programming, while ProbLog grounds the relevant parts of the probabilistic program. Moreover, in PB compilation of the boolean formulas is performed using (RO)BDDs, while ProbLog can use a wider range of decision diagrams, e.g. sentential decision diagrams (SDD), deterministic, decomposable negation normal form (d-DNNF). These differences reflect the different aims of the two PPLs: ProbLog focuses on models where “logical inference” needs to be efficient, and the resulting representation, the decision diagrams, need to be compact, while PB focuses on models where “logical inference” is typically easy, however it must be applied repeatedly, according to the nature and the number of the observations. However, in future work, PB could benefit from the use of more compact decision diagrams.
","['d-DNNF', 'decision diagrams', 'deterministic, decomposable negation normal form', 'enumeration of the conditional sample space', '“logical inference”', 'logical inference', '“logical inference” in PB', 'PB', 'PB compilation', 'PPLs', 'ProbLog', '(RO)BDDs', 'SDD', 'sentential decision diagrams', 'use of more compact decision diagrams']",O O O B I B I O O O O O O O O O B I B O O O O O O O O O O O O O O O B O B I B O O O O O O O B O O O O O O B O O O O O O B O B O B O O O B O O B B O O B B I O O O O O O O O O B O O O O B I O O O O O O O B O O O O O B O O O O B I O O O O O O O O O O O O O O O O O O B O O O B I B O
401,401,"For decades, vibronic coupling models [1–4] have served as bridges connecting nuclear dynamics studies with the static studies of electronic structure calculations [5]. The vibronic coupling model is a simple polynomial expansion of diabatic potential energy surfaces and couplings. The expansion coefficients are chosen so that the eigenvalues of the potential operator map on to the adiabatic potential surfaces. This diabatisation by ansatz circumvents many of the problems of describing non-adiabatic systems. It is also the inspiration for a diabatisation scheme that is used in modern, direct-dynamic methods that include non-adiabatic effects [6]. For a model Hamiltonian to correctly approximate the eigenvectors of the true Hamiltonian it has to span the totally symmetric irreducible representation (IrRep) of the point groups the molecule belongs to, at the appropriate symmetric geometries [7]. In recent times, many articles have demonstrated the advantages of using symmetry when constructing analytic model potentials [8–12], most often in the context of permutation-inversion groups [13].
","['analytic model potentials', 'diabatic potential energy surfaces and couplings', 'diabatisation', 'diabatisation scheme', 'direct-dynamic methods', 'electronic structure calculations', 'expansion coefficients', 'irreducible representation', 'IrRep', 'model Hamiltonian', 'non-adiabatic systems', 'nuclear dynamics studies', 'permutation-inversion groups', 'polynomial expansion', 'symmetric geometries', 'true Hamiltonian', 'vibronic coupling model', 'vibronic coupling models']",O O B I O O O O O O O B I O O O O O O B I O O O B I B O O O B B O B I O O B O O O O O O O O O O O O O O O O O B O O O O O O O O O B O O O O O O O O B O O O O O O B O O O B O O O O B O O O O O O O O B O O O O O O O B B O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O B B O O O O O O O O B O O
402,402,"On the other hand, the other local fields except the gravitational field are not always localized on the brane even in the warped geometry. Indeed, in the Randall–Sundrum model in five dimensions [2], the following facts are well known: spin 0 field is localized on a brane with positive tension which also localizes the graviton while the spin 1/2 and 3/2 fields are localized not on a brane with positive tension but on a brane with negative tension [6]. Spin 1 field is not localized neither on a brane with positive tension nor on a brane with negative tension [7]. In six space–time dimensions, the spin 1 gauge field is also localized on the brane [8]. Thus, in order to fulfill the localization of Standard Model particles on a brane with positive tension, it seems that some additional interactions except the gravitational interaction must be also introduced in the bulk. There is a lot of papers devoted to the different localization mechanisms of the bulk fields in various brane world models.
","['brane world models', 'five dimensions', 'introduced in the bulk', 'localization', 'localization mechanisms', 'localized on the brane', 'localized on the brane', 'localizes the graviton', 'negative tension', 'positive tension', 'Randall–Sundrum model', 'six space–time dimensions', 'spin\xa00 field is localized on a brane', 'Standard Model', 'warped geometry']",O O O O O O O O O O O B I B O B O O B O B O O O O O O O O O B I B O B O O O B I O O O O O O O O B O B O B O O B O B O O O O O B O B O B O O B O B O O O B I O O O O O B I B O O O O O B O B O O B O B O O O O O O O O O O O O O B I O O O O O O O O B O O O O O B I O
403,403,"In addition, the prediction of solar cell’s temperature is very important for the electrical characterisation of CPV modules. Rodrigo et al. (2014) reviewed various methods for the calculation of the cell temperature in High Concentrator PV (HCPV) modules. The methods were categorised based on: (1) heat sink temperature, (2) electrical parameters and (3) atmospheric parameters. The first two categories are based on direct measurements of CPV modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (Root Mean Square Error (RMSE) 1.7–2.5K). Most of the methods reviewed by Rodrigo et al. (2014) calculate the cell temperature at open-circuit conditions. Methods that predict the cell temperature at maximum power point (MPP) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); Yandt et al. (2012) described a method predicting the cell temperature at MPP based on electrical parameters and Fernández et al. (2014b) based on heat sink temperature with absolute RMSE 0.55–1.44K. Fernández et al. (2014a) also proposed an artificial neural network model to estimate the cell temperature based on atmospheric parameters and an open-circuit voltage model based on electrical parameters (Fernandez et al., 2013a) offering good accuracy (RMSE 3.2K and 2.5K respectively (Rodrigo et al., 2014)). The main disadvantage of the aforementioned methods is that an experimental setup is required to obtain the parameters used for the cell temperature calculation.
","['artificial neural network model', 'calculate the cell temperature', 'calculation of the cell temperature', 'cell', 'cell temperature calculation', 'CPV', 'electrical energy generation', 'estimate the cell temperature', 'HCPV', 'High Concentrator PV', 'maximum power point', 'MPP', 'open-circuit conditions', 'open-circuit voltage model', 'predicting the cell temperature at MPP', 'prediction of solar cell’s temperature', 'solar cell', 'solar cells']",O O B I B I O O O O B O B O O O O O O O O O B I B I O B I O O O O O O O O O O O O O B O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O B I B I B O O O O B I B I O O O O O O O O O O O B I O B O O O O O O O O O O O O B I B I B O O B O O O O O O O O O O O O O O O O O O O O O B I O O B I B I O O O O O O B I O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O
404,404,"Another remarkable feature of the quantum field treatment can be revealed from the investigation of the vacuum state. For a classical field, vacuum is realized by simply setting the potential to zero resulting in an unaltered, free evolution of the particle's plane wave (|ψI〉=|ψIII〉=|k0〉). In the quantized treatment, vacuum is represented by an initial Fock state |n0=0〉 which still interacts with the particle and yields as final state |ΨIII〉 behind the field region(19)|ΨI〉=|k0〉⊗|0〉⇒|ΨIII〉=∑n=0∞t0n|k−n〉⊗|n〉 with a photon exchange probability(20)P0,n=|t0n|2=1n!e−Λ2Λ2n The particle thus transfers energy to the vacuum field leading to a Poissonian distributed final photon number. Let's consider, for example, a superconducting resonant circuit as source of the field. The magnetic field along the axis of a properly shaped coil is well approximated by the rectangular form. A particle with a magnetic dipole moment passing through the coil then interacts with the circuit and excites it with a measurable loss of kinetic energy even if the circuit is initially uncharged and there is classically no field it can couple to. The phenomenon that vacuum in quantum field theory does not mean to “no influence” as known from Casimir forces or Lamb shift is clearly visible here as well.
","['Casimir forces or Lamb shift', 'magnetic field', 'particle', ""particle's plane wave"", 'properly shaped coil', 'quantized treatment', 'quantum field treatment', 'superconducting resonant circuit', 'vacuum', 'vacuum state']",O O O O O B I O O O O O O O O O B O O O O B O O O O O O O O O O O O O O O O O O O O O O B O B O O O O O O O O O O O O O B O O O O O O O O O O O O O O O B O O O O O B I O O O O O O O O O O O O O B I O O O O O O O B I O O O O O B I O O O O O O O O O B O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O B I O O O O O O O O O O B I O O O O O O O
405,405,"The mesoporous silica particles were prepared by the surfactant self-assembly method described previously [18,24]. Briefly, a homogeneous solution of the soluble silica precursor, tetraethylorthosilicate (TEOS; Sigma-Aldrich Corp., St. Louis, MO), and hydrochloric acid was mixed in ethanol and water. A surfactant, cetyltrimethylammonium bromide (CTAB; Sigma-Aldrich Corp., St. Louis, MO), with an initial concentration much less than the critical micelle concentration was added to lower the surface tension of the liquid mixture and act as the mesoporous structure-directing template. Aerosol solutions of soluble silica plus surfactant were then generated with nitrogen as a carrier atomizing gas using a commercially available atomizer (Model 9392A, TSI, Inc., St. Paul, MN). The aerosol droplets were solidified in a tube furnace at 400°C until dry. Once dried, a durapore membrane filter, kept at 80°C, was used to collect the particles. As a final step, the surfactant was removed at 400°C for 5h via calcination. The surface of the mesoporous silica core in these studies was chemically modified with 10wt.% or 15wt.% by aminopropyltriethoxysilane (APTES; Sigma-Aldrich Corp., St. Louis, MO) conducted identically as previously described [17] to create a positive surface charge to increase loading efficiency of negatively charged cargo. Further, Liu and colleagues report the colloidal stability of these protocells with lipid bilayers, excess amount of liposomes (50μg liposomes per 0.5mg silica were used [18]).
","['aerosol droplets', 'Aerosol solutions', 'aminopropyltriethoxysilane', 'APTES', 'atomizer', 'atomizing gas', 'calcination', 'cetyltrimethylammonium bromide', 'CTAB', 'durapore membrane filter', 'ethanol', 'homogeneous solution', 'hydrochloric acid', 'liposomes', 'mesoporous silica', 'mesoporous silica core', 'mesoporous structure-directing template', 'nitrogen', 'protocells', 'soluble silica', 'soluble silica precursor', 'surfactant', 'surfactant self-assembly', 'TEOS', 'tetraethylorthosilicate', 'tube furnace', 'water.']",O B I O O O O O B O O O O O O O B O O O B I O B O O O O O O O B O O O O B O B O B B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O B O O B I O B O O O O B O O O B O O O O O B O O O O O O O O B O O O O O B O O O O O O O O B I O O O O O O O O O O O O O O O B O O O O O O O O O O O O B I O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O B O B O O O O O
406,406,"Multi-phase flows are common, in fact quite general, in environmental and industrial processes. Broadly these may be modelled as continuous problems where phases are mixed (e.g. oil–water homogenisation [36], sediment transport [18]) or interface problems where phases are distinct and interact at the interface (e.g. gas-assisted injection moulding [21], liquid jet breakup [40]). In some cases flows start as interface problems but as mixing occurs at the interface they become effectively continuous, at least locally. Air entrainment, perhaps due to wave breaking, is an obvious example. We consider here two-phase interface problems where the interface remains distinct and the density difference is high, e.g. air and water, and where one phase may be considered incompressible. The interface is transient and may become highly distorted and interconnected. Such problems have been tackled with mesh-based methods using periodic (or adaptive) re-meshing or additional phase tracking functions [40]. However, these approaches can be time-consuming to implement and prone to errors in surface representation [50] or mass conservation [34].
","['air', 'Air entrainment', 'distorted and interconnected', 'environmental and industrial processes', 'gas-assisted injection moulding', 'interface problems', 'liquid jet breakup', 'mesh-based methods', 'mixing', 'Multi-phase flows', 'oil–water homogenisation', 'phases are mixed', 'phase tracking functions', 're-meshing', 'sediment transport', 'two-phase interface problems', 'water', 'wave breaking']",B O O O O O O O B I O O O O O O O O O O B I O O B O O B O O O B O O B I O O O O B O B I O O B I O O O O O O O O B O O O B O O O B O O O O O O O B O O O O B O O O O O O O O B B O O O B O O O O O O O O B I B I O O B O O O O O B O O O O O B I O O O O O O O B O O O O O B O O B I O O O O O O O O O O O O O O O O O O O O O
407,407,"Each hit position inside the drift chambers was calculated from the drift time digitized by a flash analog-to-digital converter. The calculation was carried out based on a relation between the hit position and the drift time (x–t relation). The x–t relation was precisely calculated by a drift chamber simulation package, GARFIELD [20], and a gas property simulation package, MAGBOLTZ [21]. Although the chambers were constructed carefully with a tolerance of 100 μm, there was a small position deviation of wires and field-shaping patterns, which could locally modify the electric field. In order to take account of the limited accuracy in the chamber manufacturing, a correction was commonly applied to the calculated x–t relation throughout the experiments. The correction was obtained to minimize the χ2 in the fitting of straight tracks of clean muon events observed on the ground without magnetic field. The correction was as small as expected from the accuracy in the chamber manufacturing. During the observations, the x–t relation was affected by the variation in the pressure and temperature of the chamber gas. In order to take account of these time-dependent variations, the x–t relation was calibrated for each data-taking run. Especially in calibrating the x–t relation of ODCs, an absolute reference positions were provided by SciFi, which are not affected by the variation in the pressure nor temperature.
","['chamber', 'chamber gas', 'chamber manufacturing', 'chambers', 'drift chambers', 'drift chamber simulation package', 'flash analog-to-digital converter', 'GARFIELD', 'gas property simulation package', 'MAGBOLTZ', 'magnetic field', 'ODCs', 'relation between the hit position and the drift time', 'x–t relation']",O O B B O O O B O O O O B I O O O O O O O O O B I B O O O O B B O O O O O B B I O B O O B I O B O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O B B O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O B O O O B B O O O O O O O O B O O O O O O O O O O B B O O O O O O O O O B B O B O O O O O O O O O O O O O O O O O O
408,408,"As future work on the protocol, we would promote two items. Firstly, the two mobility models that we have considered in this work propose possible way to capture social context in the way nodes move in the physical space, yet still potentially allowing nodes to explore the geographical regions considered in its entirety. Further insights to the performance potential could be given through the assessment of the protocol with other mobilities that can extend the physical region of movement as well as impose potential restrictions on the nodes mobility, for example by forcing similar nodes to move within specifically defined areas. Secondly, the different forwarding modes introduced in Section  3.3 express different levels of cooperation across the network. The push-community mode, for example, is a form of interest-community selfishness and assumes reciprocation in the nodes’ behaviour. The vulnerability (resp. resilience) of the protocol to different instances of node misbehaviours is a research item worth exploring.
","['extend the physical region of movement', 'forcing similar nodes to move within specifically defined areas', 'forwarding modes', 'geographical regions', 'impose potential restrictions', 'mobility models', 'network', 'node', 'nodes', 'nodes mobility', 'performance potential', 'physical space', 'protocol', 'push-community mode']",O O O O B O O O O O O O B O O O O O O O O O O O O O O O O B I O B O O O O O B I O B O O O O O O O B I O O O O O B O O O O O B I B I O O O O B I O O B B O O O B I B I O O O B O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O B I O O B O O O O O O O
409,409,"A convenient and widely reported technique for detection of the GP involves measurements of the complex shear modulus, G∗, over a range of frequencies, ω, in oscillatory shear. At the GP the elastic and viscous components of the complex modulus, G′ and G″, respectively scale in oscillatory frequency, ω, as G′(ω)∼G″(ω)∼ωα where α is termed the stress relaxation exponent [15]. Thus, the GP may be identified as the instant where the G′ and G″ scale in frequency according to identical power laws [15], behaviour corresponding to attainment of a frequency independent phase angle, δ(=atan(G″/G′)). GP measurements may involve ‘frequency sweeps’ with repeated consecutive application of a set of small amplitude oscillatory shear, SAOS, waveforms [15,16], or by Fourier Transform Mechanical Spectroscopy, FTMS, in which G∗(ω) is found by simultaneous application of several harmonic frequencies in a composite waveform and its subsequent Fourier analysis [17,18]. Frequency sweeps are limited to relatively slow gelation processes due to sample mutation and interpolation errors [9,19,20]. FTMS may overcome these limitations, but is unsuitable for markedly strain sensitive materials, such as fibrin gels, due to the strain amplitude of the composite waveform exceeding the linear viscoelastic range (LVR) [9].
","['application of several harmonic frequencies', 'composite waveform', 'detection of the GP', 'fibrin gels', 'Fourier analysis', 'Fourier Transform Mechanical Spectroscopy', 'frequency sweeps', 'FTMS', 'gelation processes', 'GP measurements', 'markedly strain sensitive materials', 'measurements of the complex shear modulus', 'SAOS', 'small amplitude oscillatory shear', 'waveforms']",O O O O O O O B I B O B I O O O O O O O O O O B I O O O O O O O O O O O B O O O O O O O O O O O O B O O O O O O O O O O O B O O O O O O O O O O O B O O O O B B O O O O O O O B I O O B I B B O O O B I O B O O O O O O O B I O O O B O O O O B O O O O O O O O O B O O O O O O O O O B O O O O O O O O B I O O O B O O O B O O O O O O O
410,410,"The scheduling process we adopt matches a multiple stage stochastic programming approach. Standard two-stage stochastic programs with linear or convex functions are often solved using the L-shaped method or Bender's decomposition [44,6,7]. However, our recourse decision (scheduled cancellations) is still anticipative to further uncertainty, namely the second shift surgery durations, unavailability and cancellations. As such, the decision problem can be viewed as a three-stage recourse model [5,6]. Solving the scheduling problem is further complicated because the recourse function is integer. Laporte and Louveaux [26] propose modified L-shaped decomposition with adjusted optimal cuts for two stage stochastic program with integer recourse. Angulo et al. [1] alternately generate optimal cuts of the linear sub-problem and the integer sub-problem, which improves the practical convergence (see also [15,8]). We follow a sample average approximation approach (SAA) which uses this framework. Moreover, we prove and exploit a specific relationship between the first-stage realization and the optimal number of scheduled cancellations to speed up the computation of integer cuts. We use Jensen's inequality [17] to upper bound the minus second (and third) stage cost, a technique that was proposed by Batun et al. [3].
","[""Bender's decomposition"", 'decision problem', 'first-stage realization', 'generate optimal cuts of the linear sub-problem and the integer sub-problem', 'integer cuts', 'integer recourse', 'integer sub-problem', ""Jensen's inequality"", 'linear or convex functions', 'linear sub-problem', 'L-shaped method', 'modified L-shaped decomposition', 'multiple stage stochastic programming approach', 'recourse decision', 'recourse function', 'SAA', 'sample average approximation approach', 'scheduled cancellations', 'scheduling problem', 'scheduling process', 'three-stage recourse model', 'two stage stochastic program', 'two-stage stochastic programs', 'upper bound\xa0the minus\xa0second (and third) stage cost']",O B O O O O O B I O O B I O O B I O O O O O B O O O O O O B B O O O O O O O O O O O O O O O O O B O O O O O O B B O O O B O O O O O B O O O O O O O B B O O O O B I O O B O O O O O O B I B I B I O O O O O O O O O O B I O O O O O O O O O O O O O O B O O B O O O O O B O O O O O O O B O O O O O O O O O O O O O O
411,411,"Isogeometric analysis. The central idea of isogeometric analysis is to use the same ansatz functions for the discretization of the partial differential equation at hand, as are used for the representation of the problem geometry. Usually, the problem geometry Ω is represented in computer aided design (CAD) by means of NURBS or T-splines. This concept, originally invented in  [1] for finite element methods (IGAFEM) has proved very fruitful in applications  [1,2]; see also the monograph  [3]. Since CAD directly provides a parametrization of the boundary ∂Ω, this makes the boundary element method (BEM) the most attractive numerical scheme, if applicable (i.e., provided that the fundamental solution of the differential operator is explicitly known). Isogeometric BEM (IGABEM) has first been considered for 2D BEM in  [4] and for 3D BEM in  [5]. Unlike standard BEM with piecewise polynomials which is well-studied in the literature, cf. the monographs  [6,7] and the references therein, the numerical analysis of IGABEM is essentially open. We only refer to  [2,8–10] for numerical experiments and to  [11] for some quadrature analysis. In particular, a posteriori error estimation has been well-studied for standard BEM, e.g.,  [12–18] as well as the recent overview article  [19], but has not been treated for IGABEM so far. The purpose of the present work is to shed some first light on a posteriori error analysis for IGABEM which provides some mathematical foundation of a corresponding adaptive algorithm.
","['2D BEM', '3D BEM', 'adaptive algorithm', 'ansatz functions', 'a\xa0posteriori error analysis', 'a\xa0posteriori error estimation', 'BEM', 'boundary element method', 'CAD', 'computer aided design', 'finite element methods', 'IGABEM', 'IGAFEM', 'isogeometric analysis', 'Isogeometric analysis', 'Isogeometric BEM', 'mathematical foundation of a corresponding adaptive algorithm', 'numerical analysis of IGABEM', 'numerical scheme', 'NURBS', 'problem geometry', 'quadrature analysis', 'shed some first light on a\xa0posteriori error analysis for IGABEM', 'standard BEM', 'T-splines']",B O O O O B I O O O O O B O O O O O O O O O O O O O O O B O O O B O O O O O B I O O O O B O O O O O O O O B I O O O O O O O O O O O O O O O B O O O O B O O O O B I O O O O O B O O O O O O O O O O O O O O O B B O O O O B B O O O B B O O O B B O O O O O O O O O O O O O O O O O O B I B O O O O O O O O B O O O O B O O O O O O O O B B O O O O O O O O O O O O O O O B O O O O O O O O O B I O B O O B I B O
412,412,"With the development of sport normal students in china, Some ideas to teaching and learning that view learning as a simple process of knowledge have become outdated and ineffective, therefore, In order to improving the quality of teaching and learning on sport normal students in china, this author discussed some factors on promoting the level of teaching and learning for sport normal students, such as implementation principle, curriculum design, education policy, and so on. The meaning of results and their implication of future research are discussed.","['curriculum design', 'education policy', 'factors on promoting the level of teaching and learning', 'future research', 'implementation principle', 'improving the quality of teaching and learning on sport normal students', 'knowledge', 'learning', 'teaching']",O O O O O O O O B I B O O B O O O O B O O O O O O O O B I B I B I O O O O O O O B I B I B O O O O B O B O B O O O O O O O O B O O O
413,413,"With employment of utilizing the investigation, expert interviews and comparison, this article investigates the curricula construction, curricula design and curricula content for sports free normal students. On the basis of the investigation, this article analyzed the theoretical framework of curricular construction and proposed some suggestions. We hope that it can provide some evidences for curricula design for sports free normal students.","['curricula design', 'expert interviews', 'investigates the curricula construction, curricula design and curricula content', 'investigation', 'theoretical framework']",O O O O B B O O O O B I B I B I B O O O O O O O O O B O O O B O O O O O O O O O O O O O O O B I O O O O O
414,414,"In this section, we use the terrain data processing as an example to describe the geodetic data transformation method. Since Google Maps/Earth server only gives the terrain data in graphical display, we have to get terrain digital data from other sources. The fine-resolution (3″ or finer) terrain data bases such as SRTM (Shuttle Radar Topographical Mission) or USGS's DEM (Digital Elevation Model) data are necessary. Moreover, since 3DWF is used to model the fine-scale (meters up to 100m) atmospheric flow, it needs fine resolution terrain data. In this project, we use the terrain elevation data set from SRTM (Farr et al. 2007) with 3-arcsecond (~90m resolution at the equator) resolution. The data covers the land area, nearly global from 56S to 60N latitudes. We use the processed version 4 SRTM data set as described in Gamache (2005) in which some of the missing data holes were filled. The original data is organized in WGS84 (World Geodetic System 84) geodetic coordinate system. When the data are applied to the 3DWF model, they are transformed to the local East, North and Up (ENU) coordinate (see Fig. 3). Since the 3DWF is a fine scale wind model and its entire model domain is not intended to be larger than 20×20km, this Cartesian coordinate system is a good choice with very little distortion due to the curvature of the Earth's surface. The transformation from the WGS84 data to the ENU coordinate is performed as follows (Fukushima, 2006; Featherstone and Claessens, 2008).
","['3DWF', 'Cartesian coordinate system', 'DEM', 'describe the geodetic data transformation method', 'Digital Elevation Model', 'East, North and Up', 'ENU', 'fine-resolution (3″ or finer) terrain data bases', 'fine-scale (meters up to 100m) atmospheric flow', 'Shuttle Radar Topographical Mission', 'SRTM', 'terrain data processing', 'terrain digital data', 'WGS84', 'World Geodetic System 84']",O O O O O B I O O O O B I O O O O O O O B I O O O O O O B I O O O O B I B I O O O B O O O B O O O O O O B O O O B I O O O O O B O O O O O O B O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O B O O O O O O B O O O O O B B I O O O O O O B O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O B I B I O O O O O O O O O
415,415,"The optimised structure at the B3LYP/aug-cc-pVTZ level was then used to perform calculations of the lowest electronic singlet excited states with the coupled cluster linear response (LR) coupled cluster hierarchy CCS, CC2, CCSD and CC3, along with perturbative corrected methods CIS(D) and CCSDR(3). The correlated response methods were performed with an all-electron atomic natural orbital (ANO) basis set contracted to 6s5p4d3f1g on manganese, [47] together with the cc-pVTZ basis set on the oxygen atoms. The all-electron correlated calculations invoked a 13 orbital frozen core (O 1s, Mn 1s2s2p3s3p). Trial calculations correlating these orbitals only had a minor effect on excitation energies. For comparison the EOM-CCSD method with the cc-pVTZ basis on all atoms was tested to compare with LR-CCSD. These formally give exactly the same excitation energies, although the transition moments are more accurate for LR-CCSD. Abelian symmetry (D2) was used in all correlated excited state calculations.
","['6s5p4d3f1g', 'Abelian symmetry', 'all-electron correlated calculations', 'ANO', 'atomic natural orbital', 'B3LYP/aug-cc-pVTZ', 'CC2', 'CC3', 'cc-pVTZ', 'CCS', 'CCSD', 'CCSDR(3)', 'CIS(D)', 'correlated response methods', 'coupled cluster hierarchy', 'D2', 'EOM-CCSD method', 'excitation energies', 'excited state calculations', 'linear response', 'lowest electronic singlet', 'LR', 'LR-CCSD', 'manganese', 'Mn', 'O', 'optimised structure', 'oxygen', 'perturbative corrected methods', 'transition moments']",O B O O O B O O O O O O O O O B I O B O O O B I B I O B I O B B B O B O O B I O B O O O B I O O O O O B B I O O O O O O B O B O O O O B O O O O B O O B B O O O O O O O O O B O O O O O O O O O O O O B O O O O B O O O B O O O O O O O O O O O O O O O O B O O O B O O O O O O B O O O O O O B B I O
416,416,"In this work, we have developed a simple numerical scheme based on the Galerkin finite element method for a multi-term time fractional diffusion equation which involves multiple Caputo fractional derivatives in time. A complete error analysis of the space semidiscrete Galerkin scheme is provided. The theory covers the practically very important case of nonsmooth initial data and right hand side. The analysis relies essentially on some new regularity results of the multi-term time fractional diffusion equation. Further, we have developed a fully discrete scheme based on a finite difference discretization of the Caputo fractional derivatives. The stability and error estimate of the fully discrete scheme were established, provided that the solution is smooth. The extensive numerical experiments in one- and two-dimension fully confirmed our convergence analysis: the empirical convergence rates agree well with the theoretical predictions for both smooth and nonsmooth data.
","['empirical convergence rates', 'finite difference discretization of the Caputo fractional derivatives', 'fully discrete scheme', 'Galerkin finite element method', 'Galerkin scheme', 'multiple Caputo fractional derivatives in time', 'multi-term time fractional diffusion equation', 'new regularity results', 'numerical experiments', 'numerical scheme', 'one- and two-dimension']",O O O O O O O O B O O O B B I O O O B I O O O B I O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O B I O B I O O O O O O B I O O O O B I O O O O O B I O O O O O O O O O O B O B I O B O O O B I O O O O O O O O O O O
417,417,"In this paper, adaptive beamforming techniques for smart antennas based upon Least Mean Squares (LMS), Sample Matrix Inversion (SMI), Recursive Least Squares (RLS) and Conjugate Gradient Method (CGM) are discussed and analyzed. The beamforming performance is studied by varying the element spacing and the number of antenna array elements for each algorithm. These four algorithms are compared for their rate of convergence, beamforming and null steering performance (beamwidth, null depths and maximum side lobe level).","['adaptive beamforming techniques', 'algorithm', 'algorithms', 'beamforming', 'beamforming performance', 'beamwidth', 'CGM', 'Conjugate Gradient Method', 'discussed and analyzed', 'Least Mean Squares', 'LMS', 'maximum side lobe level', 'null depths', 'null steering performance', 'rate of convergence', 'Recursive Least Squares', 'RLS', 'Sample Matrix Inversion', 'smart antennas', 'SMI', 'varying the element spacing and the number of antenna array elements']",O O O B B O O B O O O B I O O B I O O B B O O B I O O O B I O O B O O O O B I O O O O O O B O O O O B I O B I B I O O B O B I O
