,Unnamed: 0,text,keywords,BIO_tag
417,417,in this paper adaptive beamforming techniques for smart antennas based upon least mean squares sample matrix inversion recursive least squares and conjugate gradient method are discussed and analyzed the beamforming performance is studied by varying the element spacing and the number of antenna array elements for each algorithm these four algorithms are compared for their rate of convergence beamforming and steering performance depths and maximum side lobe ,"['adaptive beamforming techniques', 'algorithm', 'algorithms', 'beamforming', 'beamforming performance', 'beamwidth', 'CGM', 'Conjugate Gradient Method', 'discussed and analyzed', 'Least Mean Squares', 'LMS', 'maximum side lobe level', 'null depths', 'null steering performance', 'rate of convergence', 'Recursive Least Squares', 'RLS', 'Sample Matrix Inversion', 'smart antennas', 'SMI', 'varying the element spacing and the number of antenna array elements']",O O O B I I O B I O O B I I B I I B I I O B I I O B I I O B O O O O B I I I I I I I I I I O O B O O B O O O O B I I O O O O O O O O O 
418,418,numerical simulation of the gas flow through such non trivial internal geometries is however extremely challenging this is because conventional continuum fluid dynamics which assumes that locally gas is close to state of thermodynamic equilibrium becomes invalid or inaccurate as the smallest characteristic scale of the geometry the channel approaches the mean distance between molecular collisions an accurate and flexible modelling alternative for these cases is the direct simulation monte carlo method however dsmc can be prohibitively expensive for internal flow applications which typically have geometry of high aspect ratio are extremely long relative to their cross the high aspect ratio creates formidable multiscale problem processes need to be resolved occurring over the smallest characteristic scale of the geometry channelʼs as well as over the largest characteristic scale of the geometry the length of long channel ,"['accurate and flexible modelling alternative', 'channel height', 'conventional continuum fluid dynamics', 'direct simulation Monte Carlo method', 'DSMC', 'gas flow', 'high-aspect ratio', 'internal-flow applications', 'long channel network', 'molecular collisions', 'multiscale problem', 'Numerical simulation', 'thermodynamic equilibrium']",B I O O B I O O O O O O O O O O O O O B I I I O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O B I O B I I I I O O O O O B I I I I O B O O O O O O O O O O O O O B I I O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
419,419,limitation of the pharmacyte approach is the one time nature of the intervention act cells can only be loaded once with cargo of adjuvant drug prior to transfer and the duration of stimulation is inherently limited by expansion of the cell population in vivo since cell bound particles are diluted with each cell division we hypothesized that strategy to target supporting drugs to cells with nanoparticle drug carriers directly in vivo would enable transferred lymphocytes to be repeatedly stimulated with supporting adjuvant drugs and thereby provide continuous supporting signals over the prolonged durations that might be necessary for elimination of large tumor burdens such of cells with supporting drugs could be achieved by repeated administration of targeted particles allowing adoptively transferred cells to be restimulated multiple times directly in vivo while the use of internalizing targeting ligands would minimize the likelihood of immune responses against the nanoparticle carrier to our knowledge only two prior studies have attempted to target nanoparticles to cells in vivo in both of these studies particles were targeted to cells via peptide mhc ligands that bind to specific cell receptors however peptide mhc functionalized nanoparticles have recently been shown to deliver an anergizing tolerizing signal to cells which is ideal for treating graft rejection or autoimmunity but runs counter to the goals of cancer ,"['ACT T-cells', 'adjuvant drug', 'administration of targeted particles', 'adoptively-transferred T-cells', 'cancer immunotherapy', 'cell', 'cell-bound particles', 'cell division', 'elimination of large tumor burdens', 'expansion of the cell population in vivo', 'internalizing targeting ligands', 'nanoparticle carrier', 'nanoparticle drug carriers', 'nanoparticles', 'peptide-MHC-functionalized nanoparticles', 'peptide-MHC ligands', 'pharmacyte approach', '“re-arming” of T-cells with supporting drugs', 'stimulation', 'supporting adjuvant drugs', 'supporting drugs', 'targeted particles', 'T-cell receptors', 'T-cells', 'transferred lymphocytes', 'treating graft rejection or autoimmunity']",O O O B I O O O O O O O O O O O O O O O O O O B I O O O O O O O B O O O O O O O B O O O O B I I O O O O B I O O O O O O B I O O O B I I O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O B I I I I O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I O O O O O O O O 
420,420,fig 11 shows the wear mode map of rh ceramics in which the early stage friction coefficients and the surface roughness of the pure surface were chosen the value of the fracture toughness of rh ceramics was calculated based on the reference data in other literature the sc of rh ceramics was smaller than under all tested conditions during the initial stage of friction thus the initial wear mode of rh ceramics was powder formation or plowing in addition powder formation and plowing can be distinguished using dimensionless parameter and critical parameter hv is the vickers hardness of rh ceramics the initial wear mode of rh ceramics was determined as powder formation under all tested conditions as demonstrated in fig furthermore the wear mode map at cycles was constructed as shown in fig in the map all plots moved near the transition curve to plowing in particular the plots for rh ceramics sliding against stainless steel or al2o3 balls were nearer than sic or si3n4 balls therefore rh ceramics sliding against sic and si3n4 balls showed relatively higher wear than the other counterpart materials nevertheless these results from the wear mode maps indicated that the wear mode of rh ceramics was powder formation accompanied with microcracks under all tested conditions in this study resulting in low wear indeed the observation of the worn surfaces revealed that the catastrophic wear of rh ceramics accompanied by large brittle fracture was prevented overall as shown in fig ,"['Al2O3 balls', 'critical parameter', 'dimensionless parameter', 'plowing', 'powder formation', 'Sc⁎', 'Sc,critical⁎', 'Sc⁎=HvRmaxKIc(4)Sc,critical⁎=51+10μ', 'SiC and Si3N4 balls', 'SiC or Si3N4 balls', 'stainless steel', 'Vickers hardness', 'wear-mode map', 'wear-mode maps']",O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O B I O B O O O O O O O O O O B I O B I O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O B I O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
421,421,an early attempt to combine sets and networks in single visualization relied on first drawing an euler diagram then placing graph inside it however the sets were often visualized with convoluted difficult to follow curves in addition only limited kinds of set data could be shown as the system was limited to well formed euler diagrams compound graphs can be used to represent restricted kinds of grouped network data graph clusters are visualized with transparent hulls by santamaria and theron however the technique removes edges from the graph and it is not sufficiently sophisticated for arbitrary overlapping sets itoh proposed to overlay pie like glyphs over the nodes in graph to encode multiple categories each set is hence represented using disconnected regions that are linked by having the same colour this causes difficulties with tasks that involve finding relations between sets such as t1 t3 and t4 in related class of techniques visualize grouping information over graphs using convex hulls such as vizster however they do not support visualizing set ,"['combine sets and networks in a single visualization', 'Compound graphs', 'convex hulls', 'Euler diagram', 'Euler diagrams', 'finding relations between sets', 'glyphs', 'Graph clusters', 'network data', 'single visualization', 'T1, T3 and T4', 'transparent hulls', 'visualize grouping information over graphs', 'Vizster']",O O O O O O O O O B I O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I B I O O O O O O O O O B I O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O B B I I O O O O O B I I I I O B I O O B O O O O O O O 
422,422,in this paper comparison between two popular feature extraction methods is presented scale invariant feature transform is the first method the speeded up robust features is presented as second these two methods are tested on set of depth maps ten defined gestures of left hand are in these depth maps the microsoft kinect camera is used for capturing the images the support vector machine is used as classification method the results are accuracy of svm prediction on selected this paper comparison between two popular feature extraction methods is presented scale invariant feature transform is the first method the speeded up robust features is presented as second these two methods are tested on set of depth maps ten defined gestures of left hand are in these depth maps the microsoft kinect camera is used for capturing the images the support vector machine is used as classification method the results are accuracy of svm prediction on selected ,"['classification', 'classification method', 'comparison between two popular feature extraction methods', 'depth maps', 'feature extraction', 'Microsoft Kinect camera', 'Scale-invariant feature transform', 'SIFT', 'Speeded up robust features', 'Support vector machine', 'SURF', 'SVM']",O O O B I I I I I I O O B I I I O O O O O B I I I O O O O O O O O O O O O B I O O O O O O O O O O O O B I I O O O O O O O B I I O O O B O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O 
423,423,it is known that as the temperature of the sample rises the lorentz mechanism remains dominant until tc of steel is reached for low carbon when the magnetostrictive mechanism becomes more efficient previously this has been thought due to thin ferromagnetic oxide layer on the sample surface the surface being cooler than the bulk of the material this layer concentrates the magnetic field increasing generation efficiency recent studies also show that rearrangement of the magnetic moments from ordered domains to disordered state at magnetic phase transition lowers the magnetostrictive constant this ferromagnetic to paramagnetic transition is accompanied by large changes in the efficiency of electromagnetic ultrasound generation leading to the use of emats as method of studying phase transitions in magnetic alloys ,"['electromagnetic ultrasound generation', 'EMATs', 'ferromagnetic oxide', 'ferromagnetic to paramagnetic transition', 'generation efficiency', 'Lorentz mechanism', 'low carbon steel', 'magnetic alloys', 'magnetic field', 'magnetic phase transition', 'magnetostrictive mechanism', 'steel', 'studying phase transitions']",O O O O O O O O O O O O B I O O O O O B O O O O O O O B I O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O B I O B I O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O B I I O O O O O B O O O B I I O O O 
424,424,observations show that in the same area with dimensions of few tenths of parsec could be many sources some of which only emits oh lines and some only lines h2o the only known in physics the emission mechanism that can give tremendous power within narrow range of the spectrum is coherent the same phase and light lasers which are called optical lasers and radio masers cosmic maser radio sources emitting in the lines of the molecules have an extremely high brightness temperature radiation tb in the molecules of methanol masers tb value can reach with masers hydroxyl molecules the typical size of the maser clusters is about 1014 and the neutron star radius is of the order of 10 km thus the radiation dilution coefficient is equaled approximately and therefore μb2b2 for the hydrogen line 21 cm and of the order for the oh 18 cm line or the same order as eq ,"['CH3OH', 'Cosmic maser radio sources', 'emission mechanism', 'H2O', 'hydrogen line', 'light lasers', 'maser clusters', 'masers hydroxyl molecules', 'methanol masers', 'neutron star', 'Observations', 'OH', 'OH lines', 'optical lasers', 'radiation dilution coefficient', 'radio-masers']",B O O O O O O O O O O O O O O O O O O O O O O B O O O O O B O O O O O O B I O O O O O O O O O O O O O O O O O B I O O O B I O B I B I I I O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O B I O O O O O B I O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O 
425,425,moreover one observes segregation effects by the xrd analysis which probably took place at high temperature and were partially quenched to room temperature the phase analysis showed up to three distinct phases which should have hence distinct measurable phase transition temperature if they crystallise from the liquid on the surface in the thermograms these effects are not observable as different solidification arrest or clear inflections the proportion of new appearing phases is small and therefore the latent heat released by this new phase will be also small the reflected light signal technique only showed one phase change during cooling as well the location of this segregation cannot be determined exactly in the molten pool or later in the re solidified material at the surface where the temperature is measured the material analysis by raman spectroscopy has not shown signs of segregation so that also the uncertainties in composition for the phase transition are taken from the uncertainties from the xrd analysis for the most abundant phase at each composition in re solidified ,"['clear inflections', 'crystallise', 'latent heat', 'liquid', 'material analysis by Raman spectroscopy', 'molten pool', 'phase change', 'phase transition', 'quenched', 'Raman spectroscopy', 'reflected light signal technique', 're-solidified material', 'segregation', 'segregation effects', 'solidification arrest', 'surface', 'thermograms', 'XRD analysis']",O O O B O O O B I O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O B O O B O O B O O B O O O O O O O B I O B I O O O O O O O O O O O B I O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O B I O O O O B I I O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
426,426,an application of romp derived random copolymers is the covalent incorporation of optical sensor moieties into polymer matrix rom polymers have been tested as matrix materials for the oxygen sensing phosphorescent complex platinum correlation between the nature of the rom side chain and the optical response of the sensor molecules has been established several works are dedicated to the synthesis of romp able optical sensor molecules such as phenantroimidazoles europium complexes or xanthene dyes their random copolymerization and the evaluation of their sensing profiles in the copolymers another application comprises random copolymers with covalently bound eosin and or ethyl dimethylamino benzoate units which were tested as macroinitiators for the photopolymerization of acrylates aiming at an initiator coinitiator system which combines good polymerization activity with improved migration stability ,"['acrylates', 'copolymerization', 'copolymers', 'covalent incorporation of optical sensor moieties into a polymer matrix', 'covalently bound eosin', 'ethyl dimethylamino benzoate units', 'europium complexes', 'evaluation of their sensing profiles in the copolymers', 'initiator/coinitiator system', 'macroinitiators', 'matrix materials', 'optical sensor moieties', 'oxygen', 'phenantroimidazoles', 'phosphorescent complex platinum tetrakis(pentafluorophenyl)porphyrin', 'polymerization', 'polymer matrix', 'random copolymers with covalently bound eosin and/or ethyl dimethylamino benzoate units', 'ROMP-able optical sensor molecules', 'ROMP derived random copolymers', 'ROM polymers', 'ROM polymer’s side chain', 'sensor molecules', 'synthesis of ROMP-able optical sensor molecules', 'xanthene dyes']",O O O O O O B O O O O O B I I O B I B I O O O O O O O O B O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O B I I I I I I O O B B I O B I O O B O O B I I I I I I I O O O O O O B I I O O B I I I O O O O B O O O O B O O O B I I O O O B O O O O O 
427,427,in this paper novel position estimation method of prism was proposed for single lens stereovision system the prism with multi faces was considered as single optical system composed of some refractive planes transformation matrix which can express the relationship between an object point and its image by the refraction of prism was derived based on geometrical optics and mathematical model was introduced which can denote the position of prism with arbitrary faces only by parameters this model can extend the application of single lens stereovision system using prism to more widely area experimentation results are presented to prove the effectiveness and robustness of our proposed model ,"['effectiveness', 'express the relationship', 'extend the application of single-lens stereovision system', 'geometrical optics', 'image', 'mathematical model', 'object point', 'position estimation method', 'prism', 'refraction of prism', 'refractive planes', 'robustness', 'single-lens stereovision system', 'single optical system', 'transformation matrix']",O O O O B I I O B O O O B I I I O O O O O O O O B I I O O O B I B I O O B I I O O B I O O B O O B I I O O O O B I O B I O O O O O O O O O O O O O O O O O O B I I I I I I I O O O O O O O O O O O O O B O B O O O O 
428,428,the purported advantages of emr implementation in urban slums are widely promoted increasingly capable health information systems could facilitate communication help coordinate care and improve the continuity of care in disadvantaged communities like kibera however available systems may not have the ability to simplify care or improve efficiency where funding and human resources are scarce infrastructure is unreliable and health data demands are opportunistic not strategic this study described perceptions of local emr stakeholders in two urban slum clinics they shared many observations that may be important for other emr initiatives to heed and worried most about the sustainability of emr initiatives in like communities the future for emr use in urban slums is promising innovative new technologies such as mobile applications and point of care laboratory tests could extend the reach of emrs where infrastructure is wanting new cloud based emr ecosystems where data is collected and stored centrally could leverage cell phone networks to promote more health information sharing coordination of care and ultimately better outcomes for vulnerable pointswhat was already known on the urbanization is associated with growth in the number and size of urban slums and an associated rise in the burden of disease further worsening an already fragmented and inefficient health care ,"['cloud-based EMR ecosystems', 'EMR', 'EMR implementation', 'EMRs', 'health information systems', 'mobile applications']",O O O O B O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O B O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
429,429,table lists pairs of decays in fact there are more decay pairs since many of the particles in the final states can be observed as either or mesons note that certain decays are written in terms of vv final states while others are have there are three reasons for this first some decays involve final however experimentally it will be necessary to find the decay vertices of the final particles this is virtually impossible for and so we always use second some pairs of decays are related by in the sm only if an quark pair is used however there are no which are pure the mesons and have an component but they also have significant and pieces as result the and decays are not really related by in the sm if the final state involves an we therefore consider instead the vector meson which is essentially pure quark state finally we require that both b0 and be able to decay to the final state this cannot happen if the final state contains single k0 meson however it can occur if this final state particle is an excited neutral kaon in this case one decay involves while the other has assuming that the vector meson is detected via its decay to ψksπ0 in the measurement of sin2β via then both b0 and can decay to the same final ,"['B0', 'B¯0', 'B decays', 'decay', 'decay pairs', 'decays', 'decay to the final state', 'decay to ψKsπ0', 'excited neutral kaon', 'final particles', 'final-state particle', 'find the decay vertices', 'K¯*0', 'K*0', 'measurement of sin2β', 'meson', 'mesons', 'pairs of decays', 'quark', 'quark pair', 'quark state', 'SM', 'vector meson', 'η', 'η′', 'ϕ', 'ψKsπ0']",O O O O B O O O O O B O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O B O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O B I O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O B O O B I I O O O O O O O O O O O 
430,430,the need to represent scale interactions in weather and climate prediction models has for many decades motivated research into the use of adaptive meshes adaptivity mesh redistribution involves deforming mesh in order to vary local resolution and was first considered for atmospheric modelling more than twenty years ago by dietachmayer and droegemeier it is an attractive form of adaptivity since it does not involve altering the mesh connectivity does not create load balancing problems because points are never created or destroyed does not require mapping of solutions between meshes does not lead to sudden changes in resolution and can be retro fitted into existing models variational methods exist which attempt to control resolution in different directions for adaptive meshes alternatively the solution of the monge ampère equation to generate an optimally transported mesh based on scalar valued monitor function is useful form of adaptive mesh generation because it generates mesh equidistributed with respect to monitor function and does not lead to mesh tangling we will see that the optimal transport problem on the sphere leads to slightly different equation of monge ampère type which has not before been solved numerically on the surface of sphere which would be necessary for weather and climate prediction using ,"['adaptive meshes', 'adaptivity', 'altering the mesh connectivity', 'atmospheric modelling', 'control resolution in different directions for r-adaptive meshes', 'deforming a mesh', 'mapping of solutions between meshes', 'mesh', 'meshes', 'mesh redistribution', 'mesh tangling', 'Monge–Ampère', 'Monge–Ampère equation', 'monitor function', 'optimally transported (OT) mesh', 'optimal transport problem on the sphere', 'r-adaptive meshes', 'r-adaptive mesh generation', 'r-adaptivity', 'R-adaptivity', 'represent scale interactions', 'scalar valued monitor function', 'sphere', 'Variational methods', 'weather and climate prediction', 'weather and climate prediction models']",O O O B I I O B I I I O O O O O O O O O O O B I B B O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O B I I I I O O O O O O O O O O O O O O O O B I O O O O O O O O O O O B O O O O O B I O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O 
431,431,gas sorption storage and separation in carbon materials are mainly based on physisorption on the surfaces and particularly depend on the electrostatic and dispersion interactions the former can be tuned by introducing charge variations in the material and the latter by chemical substitution the strength of the interaction is determined by the surface characteristics of the adsorbent and the properties of targeted adsorbate molecule including but not limited to the size and shape of the adsorbate molecule along with its polarizability magnetic susceptibility permanent dipole moment and quadrupole moment li et al summarise the adsorption related physical parameters of many gas or vapour adsorbates and herein table we show few of those of interest h2 n2 co co2 ch4 nh3 so2 and h2s for instance an adsorbent with high specific surface area is good candidate for adsorption of molecule with high polarizability but no polarity adsorbents with highly polarised surfaces are good for adsorbate molecules with high dipole moment the adsorbents with high electric field gradient surfaces are found to be ideal for the high quadrupole moment adsorbate molecules normally the binding or adsorption strength with carbon nanostructure is relatively low for h2 and n2 intermediate for co ch4 and co2 and relatively high for h2s nh3 and h2o thus surface modifications such as doping functionalization and improving the pore structure and specific surface area of nanocarbons are important to enhance gas adsorption for this purpose graphene offers great scope for tailor made carbonaceous ,"['adsorbate molecule', 'adsorbate molecules', 'adsorbent', 'adsorbents', 'Adsorbents', 'carbonaceous adsorbents', 'carbon materials', 'CH4', 'chemical substitution', 'CO', 'CO2', 'doping', 'electrostatic and dispersion (i.e., vdW) interactions', 'enhance gas adsorption', 'functionalization', 'gas or vapour adsorbates', 'Gas sorption, storage and separation', 'graphene', 'H2', 'H2O', 'H2S', 'high quadrupole moment adsorbate molecules', 'improving the pore structure and specific surface area of nanocarbons', 'introducing charge variations in the material', 'molecule', 'N2', 'nanocarbons', 'NH3', 'physisorption', 'SO2', 'surface modifications']",B I B I I O B I O O O O B O O O O O O O O O O O O O O O O O O B I I I I I O O O O B I O O O O O O O O O O O O O B O O O O O B I O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B B B B B B B O B O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O B B O B I I I I I I I I I O O O B I I O O O B O O O O O O O 
432,432,one major goal of current nuclear physics is the observation of at least partial restoration of chiral symmetry since the chiral order parameter is expected to decrease by about already at normal nuclear matter density any in medium change due to the dropping quark condensate should in principle be observable in photonuclear reactions the conjecture that such partial restoration of chiral symmetry causes softening and narrowing of the meson as the chiral partner of the pion in the nuclear medium has led to the idea of measuring the π0π0 invariant mass distribution near the 2π threshold in photon induced reactions on nuclei in contrast to its questionable nature as proper quasiparticle in vacuum the meson might develop much narrower peak at finite baryon density due to phase space suppression for the decay hence making it possible to explore its properties when embedded in nuclear many body system measuring threshold enhancement of the π0π0 invariant mass spectrum might serve as signal for the partial restoration of chiral symmetry inside nuclei and therefore give information about one of the most fundamental features of ,"['chiral order parameter', 'chiral partner', 'Measuring a threshold enhancement of the π0π0 invariant mass spectrum', 'measuring the π0π0 invariant mass distribution', 'nuclear many-body system', 'nuclear matter', 'nuclear medium', 'nuclear physics', 'nuclei', 'observation of at least partial restoration of chiral symmetry', 'partial restoration of chiral symmetry', 'photon', 'photon induced reactions', 'photonuclear reactions', 'pion', 'QCD', 'q̄q', 'quark condensate', 'quasiparticle', 'σ meson', 'σ→ππ decay']",O O O O O B I O O B I I I I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O B I O O O O B I I I I O O O O O O O O O O O O O B O O O O O O O O O O B I I I I I O O O O O B O O O B O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
433,433,several methods based on dynamical assumptions were suggested for determination of the parity of the according to general theorem in order to determine the parity of one particle in binary reaction one has to know polarizations at least of two fermions participating in this reaction model independent methods for determination of the parity of the were suggested recently in refs for pp collision and in ref for photoproduction of the the method of refs based on the assumption that the spin of the equals 12 suggests to measure the spin spin correlation parameter in the reaction near the threshold we generalize here this method for an arbitrary spin of the and both isospins and of the nn channel of the reaction furthermore we consider polarization transfer from nucleon to the hyperon in this reaction our consideration is model independent since it is based only on conservation of the parity total angular momentum and isospin in the reaction and the generalized pauli principle for ,"['binary reaction', 'conservation of the P-parity', 'determination of the P-parity', 'determine the parity', 'fermions', 'general theorem', 'isospin', 'measure the spin–spin correlation parameter', 'Model independent methods', 'nucleon', 'nucleons', 'particle', 'photoproduction', 'polarization transfer', 'pp-collision', 'reaction', 'the hyperon Y', 'this reaction', 'total angular momentum']",O O O O O O O O O O O O O O O O O B I O O O B I I O O B O B I O O O O O O O O O B O O O B B I I O O O O O O O O O O O O O B I O O O O B O O O O O O O O O O O O O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O B O O O O O O O O O O O O O O O O O O O O O B I I O B O O O O O O O O O 
434,434,energy conservation is critical to ensure stability of numerical method especially for contact and collision number of conserving schemes have been developed to ensure energy conservation these schemes make use of the penalty regulation of normal contact constraint and inherit the conservation property from continuum problems these conservation schemes can conveniently be combined with the finite element method to simulate and contact and collision hesch and formulated the node to segment contact method and solved large deformation contact problems with the conserving scheme more recently an energy and momentum conserving temporal discretization was developed for adhesive contact problems without considering friction and dissipation even though the conserving scheme improves numerical stability it also inherits from the penalty method the difficulty of having to determine penalty parameters in order to remove penalty sensitivity chawla and proposed an energy and momentum conserving algorithm which makes use of lagrange multipliers instead of penalty ,"['adhesive contact problems', 'conservation schemes', 'conserving scheme', 'contact and collision problems', 'continuum problems', 'dissipation', 'energy and momentum conserving algorithm', 'energy and momentum-conserving temporal discretization scheme', 'energy conservation', 'Energy conservation', 'finite element method', 'friction', 'large deformation contact problems', 'node-to-segment contact method', 'penalty regulation', 'simulate frictionless\xa0 [44] and frictional\xa0 [43] contact and collision']",B I O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O B I O O O O O O O O O O B I O O O O O O O O O B I I O O O O O O O O O O B I I I I O O B I I I O O O O O O O O O O O O O O O O B I I O O B O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
435,435,half metallic ferromagnets have attracted enormous interest due to their applications in spintronic devices dilute magnetic semiconductors are considered to be the best materials to show half metallicity these materials have two components one being semiconducting material with diamagnetic properties while the other is magnetic dopant such as transition metal having un paired electrons the major advantage of these materials is utilization of spin as information carrier since advanced functionalities in spintronic devices can be viable by the use of spin degree of freedom along with the charge of electrons the major issue regarding the applicability of these materials is to enhance the curie temperature above room temperature why the research interest shifted towards large band gap materials lot of work has been reported on dmss with different ii vi and iii semiconductors as host material such as zns cds gan zno znse znte tio2 sno2 ,"['CdS', 'Dilute magnetic semiconductors', 'DMSs', 'electrons', 'enhance the Curie temperature above room temperature', 'GaN', 'Half metallic ferromagnets', 'HMF', 'host material', 'II–VI and III–V semiconductors', 'large band gap materials', 'magnetic dopant', 'materials to show half metallicity', 'semiconducting material', 'SnO2', 'spintronic devices', 'TiO2', 'transition metal', 'un-paired d electrons', ""utilization of electron's spin as information carrier"", 'ZnO', 'ZnS', 'ZnSe', 'ZnTe']",B I I O O O O O O O O O B I B I I O O O O O O B I I I I O O O O O O O B I O O O O O O O B I O O B I O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I I O O O O O O B I I I O O O O O O O B O O O O O O O O B I O O B B B B B B B B 
436,436,ge wafers and were cleaned in ultra high vacuum at and for 10min to evaporate any native oxide and so achieve an oxide free surface subsequently wafers were exposed to an al flux for range of times to deposit ultrathin al layers the samples were then oxidized at ambient temperatures in the mbe load lock to produce al2o3 layers the samples were transferred within 1min to an oxford instruments opal reactor and thin films of hfo2 were deposited on the al2o3 using atomic layer deposition the hfo2 depositions used precursor coupled with an o2 plasma as the oxidizing species between 30 and 130 ald cycles were used to grow hfo2 thicknesses from to 7nm at for electrical measurements circular gold contacts of area were deposited onto the films to form mos gate electrodes and al was deposited on the back of the ge wafers to provide an ohmic contact after preliminary measurements the samples were annealed in forming gas at for 30min the oxide leakage current was measured using keithley 230b voltage source and keithley 617b electrometer the hp 4192a low frequency impedance analyzer at small signal frequencies between 100hz to 1mhz was used to perform high frequency capacitance voltage ,"['Al', 'Al2O3', 'Al2O3 layers', 'ALD', 'Al flux', 'annealed in forming gas', 'atomic layer deposition', 'circular gold contacts', 'cleaned in ultra high vacuum', '[(CpMe)2HfOMeMe] precursor', 'electrical measurements', 'evaporate any native oxide', 'FGA', 'films', 'forming gas', 'Ge (100) wafers', 'Ge wafers', 'grow HfO2 thicknesses', 'HfO2', 'HfO2 depositions', 'high frequency capacitance–voltage (HF CV) measurements', 'HP 4192A low frequency (LF) impedance analyzer', 'Keithley 230B voltage source', 'Keithley 617B electrometer', 'MBE load lock', 'measured', 'MOS gate electrodes', 'n- and p-type', 'native oxide', 'O2 plasma', 'ohmic contact', 'Oxford Instruments OpAL reactor', 'oxide free surface', 'oxide leakage current', 'oxidized', 'oxidizing species', 'produce Al2O3 layers', 'samples', 'thin films of HfO2', 'to perform high frequency capacitance–voltage (HF CV) measurements', 'ultra high vacuum', 'ultrathin Al layers', 'wafers']",B I O O B I I I I O O O O O B I I I O O O O B I I O B O O O O B O O O O O O O B I I O B O O B O O O O O B I I O O B O O O O O O O O O B I I I O O B O B O O O O O O B I I O B I O O O O O B I O O B I O O O O B O O O O B I I O O O O O B I B I I O O O O O O O O O B I I O O O O O O O O O O O O O O B I O O O O O O B I I I O O O O B I I O B O B I I I O B I I O O O O O O O O O O O O O O O O O O O O O O O 
