,text,keywords
402,ontheotherhandtheotherlocalfieldsexceptthegravitationalfieldarenotalwayslocalizedonthebraneeveninthewarpedgeometryindeedintherandallsundrummodelinfivethefollowingfactsarewellknownfieldislocalizedonbranewithpositivetensionwhichalsolocalizesthegravitonwhilethespinandfieldsarelocalizednotonbranewithpositivetensionbutonbranewithnegativefieldisnotlocalizedneitheronbranewithpositivetensionnoronbranewithnegativeinsixspacetimedimensionsthegaugefieldisalsolocalizedonthethusinordertofulfillthelocalizationofstandardmodelparticlesonbranewithpositivetensionitseemsthatsomeadditionalinteractionsexceptthegravitationalinteractionmustbealsointroducedinthebulkthereislotofpapersdevotedtothedifferentlocalizationmechanismsofthebulkfieldsinvariousbraneworld,"['brane world models', 'five dimensions', 'introduced in the bulk', 'localization', 'localization mechanisms', 'localized on the brane', 'localized on the brane', 'localizes the graviton', 'negative tension', 'positive tension', 'Randall–Sundrum model', 'six space–time dimensions', 'spin\xa00 field is localized on a brane', 'Standard Model', 'warped geometry']"
403,inadditionthepredictionofsolartemperatureisveryimportantfortheelectricalcharacterisationofcpvmodulesrodrigoetalreviewedvariousmethodsforthecalculationofthecelltemperatureinhighconcentratorpvmodulesthemethodswerecategorisedbasedonheatsinktemperatureelectricalparametersandatmosphericparametersthefirsttwocategoriesarebasedondirectmeasurementsofcpvmodulesinindoororoutdoorexperimentalsetupsandpresentedthehighestdegreeofaccuracymeansquareerrormostofthemethodsreviewedbyrodrigoetalcalculatethecelltemperatureatopencircuitconditionsmethodsthatpredictthecelltemperatureatmaximumpowerpointoperationoffermorerealisticapproachsincetheyincludetheelectricalenergygenerationofthesolarcellsrealoperatingyandtetaldescribedmethodpredictingthecelltemperatureatmppbasedonelectricalparametersandfernándezetalbasedonheatsinktemperaturewithabsolutermsefernándezetalalsoproposedanartificialneuralnetworkmodeltoestimatethecelltemperaturebasedonatmosphericparametersandanopencircuitvoltagemodelbasedonelectricalparametersetalofferinggoodaccuracyandrespectivelyetalthemaindisadvantageoftheaforementionedmethodsisthatanexperimentalsetupisrequiredtoobtaintheparametersusedforthecelltemperature,"['artificial neural network model', 'calculate the cell temperature', 'calculation of the cell temperature', 'cell', 'cell temperature calculation', 'CPV', 'electrical energy generation', 'estimate the cell temperature', 'HCPV', 'High Concentrator PV', 'maximum power point', 'MPP', 'open-circuit conditions', 'open-circuit voltage model', 'predicting the cell temperature at MPP', 'prediction of solar cell’s temperature', 'solar cell', 'solar cells']"
404,anotherremarkablefeatureofthequantumfieldtreatmentcanberevealedfromtheinvestigationofthevacuumstateforclassicalfieldvacuumisrealizedbysimplysettingthepotentialtozeroresultinginanunalteredfreeevolutionoftheplanewaveinthequantizedtreatmentvacuumisrepresentedbyaninitialfockstatewhichstillinteractswiththeparticleandyieldsasfinalstatebehindthefieldwithphotonexchangetheparticlethustransfersenergytothevacuumfieldleadingtopoissoniandistributedfinalphotonnumberconsiderforexamplesuperconductingresonantcircuitassourceofthefieldthemagneticfieldalongtheaxisofproperlyshapedcoiliswellapproximatedbytherectangularformparticlewithmagneticdipolemomentpassingthroughthecoiltheninteractswiththecircuitandexcitesitwithmeasurablelossofkineticenergyevenifthecircuitisinitiallyunchargedandthereisclassicallynofielditcancoupletothephenomenonthatvacuuminquantumfieldtheorydoesnotmeantoasknownfromcasimirforcesorlambshiftisclearlyvisiblehereas,"['Casimir forces or Lamb shift', 'magnetic field', 'particle', ""particle's plane wave"", 'properly shaped coil', 'quantized treatment', 'quantum field treatment', 'superconducting resonant circuit', 'vacuum', 'vacuum state']"
405,themesoporoussilicaparticleswerepreparedbythesurfactantselfassemblymethoddescribedpreviouslybrieflyhomogeneoussolutionofthesolublesilicaprecursortetraethylorthosilicatesigmaaldrichcorpstlouisandhydrochloricacidwasmixedinethanolandwatersurfactantcetyltrimethylammoniumbromidesigmaaldrichcorpstlouiswithaninitialconcentrationmuchlessthanthecriticalmicelleconcentrationwasaddedtolowerthesurfacetensionoftheliquidmixtureandactasthemesoporousstructuredirectingtemplateaerosolsolutionsofsolublesilicaplussurfactantwerethengeneratedwithnitrogenascarrieratomizinggasusingcommerciallyavailableatomizer9392atsiincstpaultheaerosoldropletsweresolidifiedintubefurnaceatuntildryoncedriedduraporemembranefilterkeptatwasusedtocollecttheparticlesasfinalstepthesurfactantwasremovedatfor5hviacalcinationthesurfaceofthemesoporoussilicacoreinthesestudieswaschemicallymodifiedwithorbyaminopropyltriethoxysilanesigmaaldrichcorpstlouisconductedidenticallyaspreviouslydescribedtocreatepositivesurfacechargetoincreaseloadingefficiencyofnegativelychargedcargofurtherliuandcolleaguesreportthecolloidalstabilityoftheseprotocellswithlipidbilayersexcessamountofliposomesliposomespersilicawereused,"['aerosol droplets', 'Aerosol solutions', 'aminopropyltriethoxysilane', 'APTES', 'atomizer', 'atomizing gas', 'calcination', 'cetyltrimethylammonium bromide', 'CTAB', 'durapore membrane filter', 'ethanol', 'homogeneous solution', 'hydrochloric acid', 'liposomes', 'mesoporous silica', 'mesoporous silica core', 'mesoporous structure-directing template', 'nitrogen', 'protocells', 'soluble silica', 'soluble silica precursor', 'surfactant', 'surfactant self-assembly', 'TEOS', 'tetraethylorthosilicate', 'tube furnace', 'water.']"
406,multiphaseflowsarecommoninfactquitegeneralinenvironmentalandindustrialprocessesbroadlythesemaybemodelledascontinuousproblemswherephasesaremixedoilwaterhomogenisationsedimenttransportorinterfaceproblemswherephasesaredistinctandinteractattheinterfacegasassistedinjectionmouldingliquidjetbreakupinsomecasesflowsstartasinterfaceproblemsbutasmixingoccursattheinterfacetheybecomeeffectivelycontinuousatleastlocallyairentrainmentperhapsduetowavebreakingisanobviousexampleweconsiderheretwophaseinterfaceproblemswheretheinterfaceremainsdistinctandthedensitydifferenceishighairandwaterandwhereonephasemaybeconsideredincompressibletheinterfaceistransientandmaybecomehighlydistortedandinterconnectedsuchproblemshavebeentackledwithmeshbasedmethodsusingperiodicremeshingoradditionalphasetrackingfunctionshowevertheseapproachescanbetimeconsumingtoimplementandpronetoerrorsinsurfacerepresentationormassconservation,"['air', 'Air entrainment', 'distorted and interconnected', 'environmental and industrial processes', 'gas-assisted injection moulding', 'interface problems', 'liquid jet breakup', 'mesh-based methods', 'mixing', 'Multi-phase flows', 'oil–water homogenisation', 'phases are mixed', 'phase tracking functions', 're-meshing', 'sediment transport', 'two-phase interface problems', 'water', 'wave breaking']"
407,eachhitpositioninsidethedriftchamberswascalculatedfromthedrifttimedigitizedbyflashanalogtodigitalconverterthecalculationwascarriedoutbasedonrelationbetweenthehitpositionandthedrifttimetherelationwaspreciselycalculatedbydriftchambersimulationpackagegarfieldandgaspropertysimulationpackagemagboltzalthoughthechamberswereconstructedcarefullywithtoleranceoftherewassmallpositiondeviationofwiresandfieldshapingpatternswhichcouldlocallymodifytheelectricfieldinordertotakeaccountofthelimitedaccuracyinthechambermanufacturingcorrectionwascommonlyappliedtothecalculatedrelationthroughouttheexperimentsthecorrectionwasobtainedtominimizetheχ2inthefittingofstraighttracksofcleanmuoneventsobservedonthegroundwithoutmagneticfieldthecorrectionwasassmallasexpectedfromtheaccuracyinthechambermanufacturingduringtheobservationstherelationwasaffectedbythevariationinthepressureandtemperatureofthechambergasinordertotakeaccountofthesetimedependentvariationstherelationwascalibratedforeachdatatakingrunespeciallyincalibratingtherelationofodcsanabsolutereferencepositionswereprovidedbyscifiwhicharenotaffectedbythevariationinthepressurenor,"['chamber', 'chamber gas', 'chamber manufacturing', 'chambers', 'drift chambers', 'drift chamber simulation package', 'flash analog-to-digital converter', 'GARFIELD', 'gas property simulation package', 'MAGBOLTZ', 'magnetic field', 'ODCs', 'relation between the hit position and the drift time', 'x–t relation']"
408,asfutureworkontheprotocolwewouldpromotetwoitemsfirstlythetwomobilitymodelsthatwehaveconsideredinthisworkproposepossiblewaytocapturesocialcontextinthewaynodesmoveinthephysicalspaceyetstillpotentiallyallowingnodestoexplorethegeographicalregionsconsideredinitsentiretyfurtherinsightstotheperformancepotentialcouldbegiventhroughtheassessmentoftheprotocolwithothermobilitiesthatcanextendthephysicalregionofmovementaswellasimposepotentialrestrictionsonthenodesmobilityforexamplebyforcingsimilarnodestomovewithinspecificallydefinedareassecondlythedifferentforwardingmodesintroducedinexpressdifferentlevelsofcooperationacrossthenetworkthepushcommunitymodeforexampleisformofinterestcommunityselfishnessandassumesreciprocationinthebehaviourthevulnerabilityoftheprotocoltodifferentinstancesofnodemisbehavioursisresearchitemworth,"['extend the physical region of movement', 'forcing similar nodes to move within specifically defined areas', 'forwarding modes', 'geographical regions', 'impose potential restrictions', 'mobility models', 'network', 'node', 'nodes', 'nodes mobility', 'performance potential', 'physical space', 'protocol', 'push-community mode']"
409,convenientandwidelyreportedtechniquefordetectionofthegpinvolvesmeasurementsofthecomplexshearmodulusoverrangeoffrequenciesinoscillatoryshearatthegptheelasticandviscouscomponentsofthecomplexmodulusandrespectivelyscaleinoscillatoryfrequencyaswhereistermedthestressrelaxationexponentthusthegpmaybeidentifiedastheinstantwheretheandscaleinfrequencyaccordingtoidenticalpowerlawsbehaviourcorrespondingtoattainmentoffrequencyindependentphaseanglegpmeasurementsmayinvolvewithrepeatedconsecutiveapplicationofsetofsmallamplitudeoscillatoryshearsaoswaveformsorbyfouriertransformmechanicalspectroscopyftmsinwhichisfoundbysimultaneousapplicationofseveralharmonicfrequenciesincompositewaveformanditssubsequentfourieranalysisfrequencysweepsarelimitedtorelativelyslowgelationprocessesduetosamplemutationandinterpolationerrorsftmsmayovercometheselimitationsbutisunsuitableformarkedlystrainsensitivematerialssuchasfibringelsduetothestrainamplitudeofthecompositewaveformexceedingthelinearviscoelasticrange,"['application of several harmonic frequencies', 'composite waveform', 'detection of the GP', 'fibrin gels', 'Fourier analysis', 'Fourier Transform Mechanical Spectroscopy', 'frequency sweeps', 'FTMS', 'gelation processes', 'GP measurements', 'markedly strain sensitive materials', 'measurements of the complex shear modulus', 'SAOS', 'small amplitude oscillatory shear', 'waveforms']"
410,theschedulingprocessweadoptmatchesmultiplestagestochasticprogrammingapproachstandardtwostagestochasticprogramswithlinearorconvexfunctionsareoftensolvedusingtheshapedmethodordecompositionhoweverourrecoursedecisionisstillanticipativetofurtheruncertaintynamelythesecondshiftsurgerydurationsunavailabilityandcancellationsassuchthedecisionproblemcanbeviewedasthreestagerecoursemodelsolvingtheschedulingproblemisfurthercomplicatedbecausetherecoursefunctionisintegerlaporteandlouveauxproposemodifiedshapeddecompositionwithadjustedoptimalcutsfortwostagestochasticprogramwithintegerrecourseanguloetalalternatelygenerateoptimalcutsofthelinearsubproblemandtheintegersubproblemwhichimprovesthepracticalconvergencealsowefollowsampleaverageapproximationapproachwhichusesthisframeworkmoreoverweproveandexploitspecificrelationshipbetweenthefirststagerealizationandtheoptimalnumberofscheduledcancellationstospeedupthecomputationofintegercutsweuseinequalitytoupperstagecosttechniquethatwasproposedbybatunetal,"[""Bender's decomposition"", 'decision problem', 'first-stage realization', 'generate optimal cuts of the linear sub-problem and the integer sub-problem', 'integer cuts', 'integer recourse', 'integer sub-problem', ""Jensen's inequality"", 'linear or convex functions', 'linear sub-problem', 'L-shaped method', 'modified L-shaped decomposition', 'multiple stage stochastic programming approach', 'recourse decision', 'recourse function', 'SAA', 'sample average approximation approach', 'scheduled cancellations', 'scheduling problem', 'scheduling process', 'three-stage recourse model', 'two stage stochastic program', 'two-stage stochastic programs', 'upper bound\xa0the minus\xa0second (and third) stage cost']"
411,isogeometricanalysisthecentralideaofisogeometricanalysisistousethesameansatzfunctionsforthediscretizationofthepartialdifferentialequationathandasareusedfortherepresentationoftheproblemgeometryusuallytheproblemgeometryisrepresentedincomputeraideddesignbymeansofnurbsorsplinesthisconceptoriginallyinventedforfiniteelementmethodshasprovedveryfruitfulinseealsothesincecaddirectlyprovidesparametrizationoftheboundarythismakestheboundaryelementmethodthemostattractivenumericalschemeifapplicablethatthefundamentalsolutionofthedifferentialoperatorisexplicitlyisogeometricbemhasfirstbeenconsideredfor2dbemandfor3dbemunlikestandardbemwithpiecewisepolynomialswhichiswellstudiedintheliteratureandthereferencesthereinthenumericalanalysisofigabemisessentiallyopenweonlyreferfornumericalexperimentsandforsomequadratureanalysisinparticularerrorestimationhasbeenwellstudiedforstandardbemaswellastherecentoverviewbuthasnotbeentreatedforigabemsofarthepurposeofthepresentworkistoshedsomefirstlightonerroranalysisforigabemwhichprovidessomemathematicalfoundationofcorrespondingadaptive,"['2D BEM', '3D BEM', 'adaptive algorithm', 'ansatz functions', 'a\xa0posteriori error analysis', 'a\xa0posteriori error estimation', 'BEM', 'boundary element method', 'CAD', 'computer aided design', 'finite element methods', 'IGABEM', 'IGAFEM', 'isogeometric analysis', 'Isogeometric analysis', 'Isogeometric BEM', 'mathematical foundation of a corresponding adaptive algorithm', 'numerical analysis of IGABEM', 'numerical scheme', 'NURBS', 'problem geometry', 'quadrature analysis', 'shed some first light on a\xa0posteriori error analysis for IGABEM', 'standard BEM', 'T-splines']"
412,withthedevelopmentofsportnormalstudentsinchinasomeideastoteachingandlearningthatviewlearningassimpleprocessofknowledgehavebecomeoutdatedandineffectivethereforeinordertoimprovingthequalityofteachingandlearningonsportnormalstudentsinchinathisauthordiscussedsomefactorsonpromotingthelevelofteachingandlearningforsportnormalstudentssuchasimplementationprinciplecurriculumdesigneducationpolicyandsoonthemeaningofresultsandtheirimplicationoffutureresearcharediscussed,"['curriculum design', 'education policy', 'factors on promoting the level of teaching and learning', 'future research', 'implementation principle', 'improving the quality of teaching and learning on sport normal students', 'knowledge', 'learning', 'teaching']"
413,withemploymentofutilizingtheinvestigationexpertinterviewsandcomparisonthisarticleinvestigatesthecurriculaconstructioncurriculadesignandcurriculacontentforsportsfreenormalstudentsonthebasisoftheinvestigationthisarticleanalyzedthetheoreticalframeworkofcurricularconstructionandproposedsomesuggestionswehopethatitcanprovidesomeevidencesforcurriculadesignforsportsfreenormalstudents,"['curricula design', 'expert interviews', 'investigates the curricula construction, curricula design and curricula content', 'investigation', 'theoretical framework']"
414,inthissectionweusetheterraindataprocessingasanexampletodescribethegeodeticdatatransformationmethodsincegooglemapsearthserveronlygivestheterraindataingraphicaldisplaywehavetogetterraindigitaldatafromothersourcesthefineresolutionorterraindatabasessuchassrtmradartopographicalordemelevationdataarenecessarymoreoversince3dwfisusedtomodelthefinescaleuptoatmosphericflowitneedsfineresolutionterraindatainthisprojectweusetheterrainelevationdatasetfromsrtmetalwitharcsecondresolutionattheresolutionthedatacoversthelandareanearlyglobalfrom56sto60nlatitudesweusetheprocessedversionsrtmdatasetasdescribedingamacheinwhichsomeofthemissingdataholeswerefilledtheoriginaldataisorganizedinwgs84geodeticsystemgeodeticcoordinatesystemwhenthedataareappliedtothe3dwfmodeltheyaretransformedtothelocaleastnorthandupcoordinatefigsincethe3dwfisfinescalewindmodelanditsentiremodeldomainisnotintendedtobelargerthanthiscartesiancoordinatesystemisgoodchoicewithverylittledistortionduetothecurvatureofthesurfacethetransformationfromthewgs84datatotheenucoordinateisperformedasfollows2006featherstoneandclaessens,"['3DWF', 'Cartesian coordinate system', 'DEM', 'describe the geodetic data transformation method', 'Digital Elevation Model', 'East, North and Up', 'ENU', 'fine-resolution (3″ or finer) terrain data bases', 'fine-scale (meters up to 100m) atmospheric flow', 'Shuttle Radar Topographical Mission', 'SRTM', 'terrain data processing', 'terrain digital data', 'WGS84', 'World Geodetic System 84']"
415,theoptimisedstructureattheb3lypaugccpvtzlevelwasthenusedtoperformcalculationsofthelowestelectronicsingletexcitedstateswiththecoupledclusterlinearresponsecoupledclusterhierarchyccscc2ccsdandcc3alongwithperturbativecorrectedmethodsandthecorrelatedresponsemethodswereperformedwithanallelectronatomicnaturalorbitalbasissetcontractedto6s5p4d3f1gonmanganesetogetherwiththeccpvtzbasissetontheoxygenatomstheallelectroncorrelatedcalculationsinvoked13orbitalfrozencore1smntrialcalculationscorrelatingtheseorbitalsonlyhadminoreffectonexcitationenergiesforcomparisontheeomccsdmethodwiththeccpvtzbasisonallatomswastestedtocomparewithlrccsdtheseformallygiveexactlythesameexcitationenergiesalthoughthetransitionmomentsaremoreaccurateforlrccsdabeliansymmetrywasusedinallcorrelatedexcitedstate,"['6s5p4d3f1g', 'Abelian symmetry', 'all-electron correlated calculations', 'ANO', 'atomic natural orbital', 'B3LYP/aug-cc-pVTZ', 'CC2', 'CC3', 'cc-pVTZ', 'CCS', 'CCSD', 'CCSDR(3)', 'CIS(D)', 'correlated response methods', 'coupled cluster hierarchy', 'D2', 'EOM-CCSD method', 'excitation energies', 'excited state calculations', 'linear response', 'lowest electronic singlet', 'LR', 'LR-CCSD', 'manganese', 'Mn', 'O', 'optimised structure', 'oxygen', 'perturbative corrected methods', 'transition moments']"
416,inthisworkwehavedevelopedsimplenumericalschemebasedonthegalerkinfiniteelementmethodformultitermtimefractionaldiffusionequationwhichinvolvesmultiplecaputofractionalderivativesintimecompleteerroranalysisofthespacesemidiscretegalerkinschemeisprovidedthetheorycoversthepracticallyveryimportantcaseofnonsmoothinitialdataandrighthandsidetheanalysisreliesessentiallyonsomenewregularityresultsofthemultitermtimefractionaldiffusionequationfurtherwehavedevelopedfullydiscreteschemebasedonfinitedifferencediscretizationofthecaputofractionalderivativesthestabilityanderrorestimateofthefullydiscreteschemewereestablishedprovidedthatthesolutionissmooththeextensivenumericalexperimentsinoneandtwodimensionfullyconfirmedourconvergenceanalysistheempiricalconvergenceratesagreewellwiththetheoreticalpredictionsforbothsmoothandnonsmooth,"['empirical convergence rates', 'finite difference discretization of the Caputo fractional derivatives', 'fully discrete scheme', 'Galerkin finite element method', 'Galerkin scheme', 'multiple Caputo fractional derivatives in time', 'multi-term time fractional diffusion equation', 'new regularity results', 'numerical experiments', 'numerical scheme', 'one- and two-dimension']"
417,inthispaperadaptivebeamformingtechniquesforsmartantennasbaseduponleastmeansquaressamplematrixinversionrecursiveleastsquaresandconjugategradientmethodarediscussedandanalyzedthebeamformingperformanceisstudiedbyvaryingtheelementspacingandthenumberofantennaarrayelementsforeachalgorithmthesefouralgorithmsarecomparedfortheirrateofconvergencebeamformingandsteeringperformancedepthsandmaximumsidelobe,"['adaptive beamforming techniques', 'algorithm', 'algorithms', 'beamforming', 'beamforming performance', 'beamwidth', 'CGM', 'Conjugate Gradient Method', 'discussed and analyzed', 'Least Mean Squares', 'LMS', 'maximum side lobe level', 'null depths', 'null steering performance', 'rate of convergence', 'Recursive Least Squares', 'RLS', 'Sample Matrix Inversion', 'smart antennas', 'SMI', 'varying the element spacing and the number of antenna array elements']"
418,numericalsimulationofthegasflowthroughsuchnontrivialinternalgeometriesishoweverextremelychallengingthisisbecauseconventionalcontinuumfluiddynamicswhichassumesthatlocallygasisclosetostateofthermodynamicequilibriumbecomesinvalidorinaccurateasthesmallestcharacteristicscaleofthegeometrythechannelapproachesthemeandistancebetweenmolecularcollisionsanaccurateandflexiblemodellingalternativeforthesecasesisthedirectsimulationmontecarlomethodhoweverdsmccanbeprohibitivelyexpensiveforinternalflowapplicationswhichtypicallyhavegeometryofhighaspectratioareextremelylongrelativetotheircrossthehighaspectratiocreatesformidablemultiscaleproblemprocessesneedtoberesolvedoccurringoverthesmallestcharacteristicscaleofthegeometrychannelʼsaswellasoverthelargestcharacteristicscaleofthegeometrythelengthoflongchannel,"['accurate and flexible modelling alternative', 'channel height', 'conventional continuum fluid dynamics', 'direct simulation Monte Carlo method', 'DSMC', 'gas flow', 'high-aspect ratio', 'internal-flow applications', 'long channel network', 'molecular collisions', 'multiscale problem', 'Numerical simulation', 'thermodynamic equilibrium']"
419,limitationofthepharmacyteapproachistheonetimenatureoftheinterventionactcellscanonlybeloadedoncewithcargoofadjuvantdrugpriortotransferandthedurationofstimulationisinherentlylimitedbyexpansionofthecellpopulationinvivosincecellboundparticlesaredilutedwitheachcelldivisionwehypothesizedthatstrategytotargetsupportingdrugstocellswithnanoparticledrugcarriersdirectlyinvivowouldenabletransferredlymphocytestoberepeatedlystimulatedwithsupportingadjuvantdrugsandtherebyprovidecontinuoussupportingsignalsovertheprolongeddurationsthatmightbenecessaryforeliminationoflargetumorburdenssuchofcellswithsupportingdrugscouldbeachievedbyrepeatedadministrationoftargetedparticlesallowingadoptivelytransferredcellstoberestimulatedmultipletimesdirectlyinvivowhiletheuseofinternalizingtargetingligandswouldminimizethelikelihoodofimmuneresponsesagainstthenanoparticlecarriertoourknowledgeonlytwopriorstudieshaveattemptedtotargetnanoparticlestocellsinvivoinbothofthesestudiesparticlesweretargetedtocellsviapeptidemhcligandsthatbindtospecificcellreceptorshoweverpeptidemhcfunctionalizednanoparticleshaverecentlybeenshowntodeliverananergizingtolerizingsignaltocellswhichisidealfortreatinggraftrejectionorautoimmunitybutrunscountertothegoalsofcancer,"['ACT T-cells', 'adjuvant drug', 'administration of targeted particles', 'adoptively-transferred T-cells', 'cancer immunotherapy', 'cell', 'cell-bound particles', 'cell division', 'elimination of large tumor burdens', 'expansion of the cell population in vivo', 'internalizing targeting ligands', 'nanoparticle carrier', 'nanoparticle drug carriers', 'nanoparticles', 'peptide-MHC-functionalized nanoparticles', 'peptide-MHC ligands', 'pharmacyte approach', '“re-arming” of T-cells with supporting drugs', 'stimulation', 'supporting adjuvant drugs', 'supporting drugs', 'targeted particles', 'T-cell receptors', 'T-cells', 'transferred lymphocytes', 'treating graft rejection or autoimmunity']"
420,fig11showsthewearmodemapofrhceramicsinwhichtheearlystagefrictioncoefficientsandthesurfaceroughnessofthepuresurfacewerechosenthevalueofthefracturetoughnessofrhceramicswascalculatedbasedonthereferencedatainotherliteraturethescofrhceramicswassmallerthanunderalltestedconditionsduringtheinitialstageoffrictionthustheinitialwearmodeofrhceramicswaspowderformationorplowinginadditionpowderformationandplowingcanbedistinguishedusingdimensionlessparameterandcriticalparameterhvisthevickershardnessofrhceramicstheinitialwearmodeofrhceramicswasdeterminedaspowderformationunderalltestedconditionsasdemonstratedinfigfurthermorethewearmodemapatcycleswasconstructedasshowninfiginthemapallplotsmovednearthetransitioncurvetoplowinginparticulartheplotsforrhceramicsslidingagainststainlesssteeloral2o3ballswerenearerthansicorsi3n4ballsthereforerhceramicsslidingagainstsicandsi3n4ballsshowedrelativelyhigherwearthantheothercounterpartmaterialsneverthelesstheseresultsfromthewearmodemapsindicatedthatthewearmodeofrhceramicswaspowderformationaccompaniedwithmicrocracksunderalltestedconditionsinthisstudyresultinginlowwearindeedtheobservationofthewornsurfacesrevealedthatthecatastrophicwearofrhceramicsaccompaniedbylargebrittlefracturewaspreventedoverallasshowninfig,"['Al2O3 balls', 'critical parameter', 'dimensionless parameter', 'plowing', 'powder formation', 'Sc⁎', 'Sc,critical⁎', 'Sc⁎=HvRmaxKIc(4)Sc,critical⁎=51+10μ', 'SiC and Si3N4 balls', 'SiC or Si3N4 balls', 'stainless steel', 'Vickers hardness', 'wear-mode map', 'wear-mode maps']"
421,anearlyattempttocombinesetsandnetworksinsinglevisualizationreliedonfirstdrawinganeulerdiagramthenplacinggraphinsideithoweverthesetswereoftenvisualizedwithconvoluteddifficulttofollowcurvesinadditiononlylimitedkindsofsetdatacouldbeshownasthesystemwaslimitedtowellformedeulerdiagramscompoundgraphscanbeusedtorepresentrestrictedkindsofgroupednetworkdatagraphclustersarevisualizedwithtransparenthullsbysantamariaandtheronhoweverthetechniqueremovesedgesfromthegraphanditisnotsufficientlysophisticatedforarbitraryoverlappingsetsitohproposedtooverlaypielikeglyphsoverthenodesingraphtoencodemultiplecategorieseachsetishencerepresentedusingdisconnectedregionsthatarelinkedbyhavingthesamecolourthiscausesdifficultieswithtasksthatinvolvefindingrelationsbetweensetssuchast1t3andt4inrelatedclassoftechniquesvisualizegroupinginformationovergraphsusingconvexhullssuchasvizsterhowevertheydonotsupportvisualizingset,"['combine sets and networks in a single visualization', 'Compound graphs', 'convex hulls', 'Euler diagram', 'Euler diagrams', 'finding relations between sets', 'glyphs', 'Graph clusters', 'network data', 'single visualization', 'T1, T3 and T4', 'transparent hulls', 'visualize grouping information over graphs', 'Vizster']"
422,inthispapercomparisonbetweentwopopularfeatureextractionmethodsispresentedscaleinvariantfeaturetransformisthefirstmethodthespeededuprobustfeaturesispresentedassecondthesetwomethodsaretestedonsetofdepthmapstendefinedgesturesoflefthandareinthesedepthmapsthemicrosoftkinectcameraisusedforcapturingtheimagesthesupportvectormachineisusedasclassificationmethodtheresultsareaccuracyofsvmpredictiononselectedthispapercomparisonbetweentwopopularfeatureextractionmethodsispresentedscaleinvariantfeaturetransformisthefirstmethodthespeededuprobustfeaturesispresentedassecondthesetwomethodsaretestedonsetofdepthmapstendefinedgesturesoflefthandareinthesedepthmapsthemicrosoftkinectcameraisusedforcapturingtheimagesthesupportvectormachineisusedasclassificationmethodtheresultsareaccuracyofsvmpredictiononselected,"['classification', 'classification method', 'comparison between two popular feature extraction methods', 'depth maps', 'feature extraction', 'Microsoft Kinect camera', 'Scale-invariant feature transform', 'SIFT', 'Speeded up robust features', 'Support vector machine', 'SURF', 'SVM']"
423,itisknownthatasthetemperatureofthesamplerisesthelorentzmechanismremainsdominantuntiltcofsteelisreachedforlowcarbonwhenthemagnetostrictivemechanismbecomesmoreefficientpreviouslythishasbeenthoughtduetothinferromagneticoxidelayeronthesamplesurfacethesurfacebeingcoolerthanthebulkofthematerialthislayerconcentratesthemagneticfieldincreasinggenerationefficiencyrecentstudiesalsoshowthatrearrangementofthemagneticmomentsfromordereddomainstodisorderedstateatmagneticphasetransitionlowersthemagnetostrictiveconstantthisferromagnetictoparamagnetictransitionisaccompaniedbylargechangesintheefficiencyofelectromagneticultrasoundgenerationleadingtotheuseofematsasmethodofstudyingphasetransitionsinmagneticalloys,"['electromagnetic ultrasound generation', 'EMATs', 'ferromagnetic oxide', 'ferromagnetic to paramagnetic transition', 'generation efficiency', 'Lorentz mechanism', 'low carbon steel', 'magnetic alloys', 'magnetic field', 'magnetic phase transition', 'magnetostrictive mechanism', 'steel', 'studying phase transitions']"
424,observationsshowthatinthesameareawithdimensionsoffewtenthsofparseccouldbemanysourcessomeofwhichonlyemitsohlinesandsomeonlylinesh2otheonlyknowninphysicstheemissionmechanismthatcangivetremendouspowerwithinnarrowrangeofthespectrumiscoherentthesamephaseandlightlaserswhicharecalledopticallasersandradiomaserscosmicmaserradiosourcesemittinginthelinesofthemoleculeshaveanextremelyhighbrightnesstemperatureradiationtbinthemoleculesofmethanolmaserstbvaluecanreachwithmasershydroxylmoleculesthetypicalsizeofthemaserclustersisabout1014andtheneutronstarradiusisoftheorderof10kmthustheradiationdilutioncoefficientisequaledapproximatelyandthereforeμb2b2forthehydrogenline21cmandoftheorderfortheoh18cmlineorthesameorderaseq,"['CH3OH', 'Cosmic maser radio sources', 'emission mechanism', 'H2O', 'hydrogen line', 'light lasers', 'maser clusters', 'masers hydroxyl molecules', 'methanol masers', 'neutron star', 'Observations', 'OH', 'OH lines', 'optical lasers', 'radiation dilution coefficient', 'radio-masers']"
